Preferred Name	NCGC Lib	SMILES	ML	Report Title	Probe Report URL (old mli links are down)	Source	Probe Present	comment	MLS_ID	SMR_ID	SID	CIDs
	NCGC00347065-01|NCGC00347065-02|NCGC00347065-03	C(Nc1nc(nc2CCCCc12)N1CCOc2ccccc12)c1ccccc1	ML241	"Selective, reversible inhibitors of the AAA ATPase p97"	http://www.ncbi.nlm.nih.gov/books/NBK133422	NCBI Bookshelf Probe Report	Probe present		MLS003568135	SMR002239190	"162066911, 103904185"	
	MLS003644869-01|NCGC00277983-01|NCGC00277983-02	Oc1nc(SCC(=O)NC2CCCCC2)nc2ccccc12	ML242	Discovery and Development of Highly Potent Inhibitors of Mycobacterium tuberculosis Growth In Vitro	http://www.ncbi.nlm.nih.gov/books/NBK143189	NCBI Bookshelf Probe Report	Probe present		MLS003644869	SMR002330508	"143472237, 103147611"	
	MLS003587254-01|NCGC00370720-01|NCGC00370720-02|NCGC00370720-03|NCGC00370720-04|NCGC00370720-05|NCGC00370720-06	CCc1ccc(\C=C\C(=O)NC2=NCCS2)cc1	ML243	"Identification of a Selective Small-Molecule Inhibitor of Breast Cancer Stem Cells - Probe 3 
Identification of a Selective Small-Molecule Inhibitor of Breast Cancer Stem Cellsâ€”Probe 2"	"http://www.ncbi.nlm.nih.gov/books/NBK143545 
http://www.ncbi.nlm.nih.gov/books/NBK143560"	NCBI Bookshelf Probe Report	Probe present		"MLS003587254, MLS006029782"	SMR002249692	"143472225, 121635048"	
	MLS003672599-01|NCGC00347955-01|NCGC00347955-02|NCGC00347955-03|NCGC00347955-04|NCGC00347955-05|NCGC00347955-06|NCGC00347955-07|NCGC00347955-08	C[C@H](NC(=O)c1ccc2n(Cc3ccc(cc3)-c3ccccc3C(O)=O)c(C)c(C)c2c1)c1ccc(cc1)[N+]([O-])=O	ML244	Potent Anti-Diabetic Actions of a Novel Non-Agonist PPARÎ_ Ligand that Blocks Cdk5-Mediated Phosphorylation	http://www.ncbi.nlm.nih.gov/books/NBK143191	NCBI Bookshelf Probe Report	Probe present		"MLS003672599, MLS006010841"	SMR002352270	"143472273, 124349301"	
	MLS003672589-01|NCGC00386893-01	Cc1csc(NC(=O)c2ccc(COc3cccc(Cl)c3)o2)n1	ML245	Identification of a Selective Small-Molecule Inhibitor of Breast Cancer Stem Cellsâ€”Probe 2	http://www.ncbi.nlm.nih.gov/books/NBK143560	NCBI Bookshelf Probe Report	Probe present		MLS003672589	SMR002352244	"143472267, 124404435, 110722981"	
	MLS003678589-01|NCGC00247785-01|NCGC00247785-02|NCGC00247785-04|NCGC00247785-05|NCGC00247785-06|NCGC00247785-09|NCGC00247785-10|NCGC00247785-11|NCGC00247785-12|NCGC00247785-13|NCGC00247785-14|NCGC00247785-15	O[C@H]1CC[C@@H](CC1)n1cnc2n(Cc3ccccc3)c(c(-c3ccccc3)c2c1=N)-c1ccccc1	ML246	Discovery and Development of Small Molecules That Reduce PNC Prevalence	http://www.ncbi.nlm.nih.gov/books/NBK143533	NCBI Bookshelf Probe Report	Probe present		MLS003678589	SMR002357104	"143472279, 117695978"	
	NCGC00183885-01|NCGC00183885-02	CCCN1CNc2c(C1)c(=O)[nH]c(=S)n2Cc1ccc(OC)c(OC)c1	ML247	"Discovery, SAR, and Biological Evaluation of a Non-Inhibitory Chaperone for Acid Alpha Glucosidase"	http://www.ncbi.nlm.nih.gov/books/NBK153221	NCBI Bookshelf Probe Report	Probe present		MLS002699808	SMR001563656	85267344	
	MLS003429129-01|NCGC00386860-01|NCGC00386860-02|NCGC00386860-03|NCGC00386860-04|NCGC00386860-05	COCC\N=C1/S\C(=C/c2cc(C)n(c2C)-c2ccc(F)cc2F)C(=O)N1C	ML248	Identification of a Novel Agonist of the Sphingosine 1-phosphate Receptor 4 (S1P4)	http://www.ncbi.nlm.nih.gov/books/NBK143556	NCBI Bookshelf Probe Report	Probe present		MLS003429129	SMR002098504	"143472079, 103911214"	
	MLS003675929-01|NCGC00370741-01|NCGC00370741-02|NCGC00370741-03|NCGC00370741-04|NCGC00370741-05|NCGC00370741-06|NCGC00370741-07	O=C(N(C1CCCCC1)C1CCCCC1)c1cc(on1)C1CC1	ML249	Probe Development Efforts for an Allosteric Agonist of the Sphingosine 1-phosphate Receptor 3 (S1P3)	http://www.ncbi.nlm.nih.gov/books/NBK133421	NCBI Bookshelf Probe Report	Probe present		"MLS003675929, MLS006028237"	SMR002356554	"143472265, 124360653"	
	MLS003675924-01|NCGC00379237-01|NCGC00379237-02|NCGC00379237-03	COc1ccc(Oc2c(Cl)cnn(C3c4ccccc4-c4ccccc34)c2=O)cc1	ML250	Optimization and Characterization of a Second Antagonist for G-protein Coupled Receptor 7 (GPR7)	http://www.ncbi.nlm.nih.gov/books/NBK143551	NCBI Bookshelf Probe Report	Probe present		"MLS003675924, MLS006028642"	SMR002356549	"143472260, 110923218"	
	MLS003678599-01|NCGC00244858-01|NCGC00244858-02|NCGC00244858-03|NCGC00244858-04	Clc1ccc(CC(=O)Nc2ccc(cc2)S(=O)(=O)Nc2ccon2)cc1Cl	ML251	Identification of Selective Inhibitors of Phosphofructokinase as Lead Compounds Against Trypanosomiasis	http://www.ncbi.nlm.nih.gov/books/NBK154498	NCBI Bookshelf Probe Report	Probe present		MLS003678599	SMR002357124	"143472284, 124391163"	
	MLS001143087-01|MLS003871689-01|NCGC00386929-01|NCGC00386929-02|NCGC00386929-03	CC[C@H](C(=O)Nc1ccccc1N1CCCC1)c1ccccc1	ML252	"Identification of a novel, small molecule inhibitor of KCNQ2 channels"	http://www.ncbi.nlm.nih.gov/books/NBK133432	NCBI Bookshelf Probe Report	Probe present		"MLS001143087, MLS003871689"	"SMR000688922, SMR002528227"	"143472290, 125333442, 116933760"	
	MLS003871701-01|NCGC00386930-01	Cc1nc2sc(C(=O)NCc3ccncc3)c(N)c2c(C)c1Cl	ML253	"Extended Probe Characterization: Development of an M4 PAM with Improved Activity and Brain Exposure, while Avoiding Species Bias 
Discovery of a novel structural class of M4 positive allosteric modulators: Characterization of ML293, N-(4-methoxy-7-methylbenzo[d]thiazol-2-yl)isonicotinamide, with CNS exposure in rats"	"http://www.ncbi.nlm.nih.gov/books/NBK143536 
http://www.ncbi.nlm.nih.gov/books/NBK143538"	NCBI Bookshelf Probe Report	Probe present	"""nM/uM confusion in first table"""	MLS003871701	SMR002528239	"143472302, 125305152"	
	MLS003871695-01|NCGC00370719-01|NCGC00370719-02|NCGC00370719-03|NCGC00370719-04|NCGC00370719-05	CC1(COC1)NC(=O)c1ccc(cn1)C#Cc1cccc(F)c1	ML254	Pure Positive Allosteric Modulators (PAMs) of mGlu5 with Competitive MPEP-Site Interaction	http://www.ncbi.nlm.nih.gov/books/NBK143535	NCBI Bookshelf Probe Report	Probe present		"MLS003871695, MLS006041103, MLS006041627"	SMR002528233	"143472296, 125305189"	
	MLS003871707-01|NCGC00386889-01	Cc1cnn(c1NC(=O)COCc1ccccc1)-c1ccccc1	ML255		missing	missing	Probe present - assume remove		MLS003871707	SMR002528245	"143472307, 125305190"	
	MLS003874819-01|NCGC00386928-01	Cc1cc(N2CCN(CC2)C(=O)Oc2ccc(cn2)-c2ccccc2)c2ccccc2n1	ML256	Optimization and characterization of a carbamate inhibitor for plasma platelet-activating factor acetylhydrolase (pPAFAH)	http://www.ncbi.nlm.nih.gov/books/NBK133433	NCBI Bookshelf Probe Report	Probe present		MLS003874819	SMR002531604	"143472339, 125269079"	
	MLS003874829-01|MLS003874830-01|NCGC00386864-01	CC[C@@]1(N(N(C(=O)OC(C)C)C1=O)C(=O)OC(C)C)c1ccc(C)cc1	ML257	Probe Development Efforts to Identify Novel Inhibitors of ABHD10	http://www.ncbi.nlm.nih.gov/books/NBK143561	NCBI Bookshelf Probe Report	Probe present		"MLS003874829, MLS003874830"	"SMR002531624, SMR002531625"	"143472343, 125311344"	
		COc1ccc(Cn2c3nnnn3c3-c4ccccc4CC4(CCCC4)c3c2=O)cc1	ML258	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK133437	NCBI Bookshelf Probe Report	Probe present		MLS003873805	SMR002530432	124756688	
		Cc1ccc(C)c(NC(=O)CNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1	ML259		missing	missing	Probe present - assume remove	identical with ML260	MLS003873799	SMR002530426	"143472347, 113635355"	
		Cc1ccc(C)c(NC(=O)CNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c1	ML260	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK143562	NCBI Bookshelf Probe Report	Probe present		MLS003873799	SMR002530426	"143472347, 124756790"	
	MLS000520470-01|NCGC00386867-01|NCGC00386867-02|NCGC00386867-03|NCGC00386867-04	CCOc1ccc(CCNC(=O)c2cc3sc(Cl)cc3n2C)cc1OCC	ML261	Potent inhibitors of lipid droplet formation	http://www.ncbi.nlm.nih.gov/books/NBK143550	NCBI Bookshelf Probe Report	Probe present		"MLS000520470, MLS003874039, MLS003880357"	SMR000130881	"143472331, 103061845"	
	MLS000912877-01	CCOc1ccc(CCNC(=O)c2cc(c(s2)N2CCOCC2)-c2ccccc2)cc1OCC	ML262	Potent inhibitors of lipid droplet formation	http://www.ncbi.nlm.nih.gov/books/NBK143550	NCBI Bookshelf Probe Report	Probe present		"MLS000912877, MLS003873808, MLS003879817"	SMR000622720	"143472353, 104222756"	
			ML263		missing	missing	no info	"mentioned in http://www.ncbi.nlm.nih.gov/books/NBK126176/, but probably a typo of ML236"				
	NCGC00386882-01	CN(C1CCS(=O)(=O)CC1)C(=O)CNC(=O)\C=C\c1cccc(Cl)c1	ML264	"Year 4 Reports 
ML264: An Antitumor Agent that Potently and Selectively Inhibits KrÃ_ppel-like Factor Five (KLF5) Expression: A Probe for Studying Colon Cancer Development and Progression 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK143546 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS003874889	SMR002531696	"162066951, 117686865"	
	MLS003178540-01|NCGC00186528-01|NCGC00186528-02|NCGC00186528-03|NCGC00186528-04|NCGC00186528-05|NCGC00186528-06|NCGC00186528-07|NCGC00186528-08|NCGC00186528-09|NCGC00186528-10|NCGC00186528-11|NCGC00186528-12|NCGC00186528-13|NCGC00186528-14|NCGC00186528-15|NCGC00186528-16|NCGC00186528-17|NCGC00186528-18|NCGC00186528-19|NCGC00186528-20|NCGC00386730-01|NCGC00386730-02|NCGC00386730-03|NCGC00402343-01|NCGC00402343-02|NCGC00402343-03|NCGC00488782-02	Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)S(C)=O	ML265	"Year 4 Reports 
ML265: A potent PKM2 activator induces tetramerization and reduces tumor formation and size in a mouse xenograft model 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK153222 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS003178540, MLS006010294"	"SMR001882350, SMR004701362"	"143471971, 85267885"	
	MLS003874049-01|NCGC00241605-01|NCGC00241605-02|NCGC00241605-03	CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1	ML266	"Discovery, SAR, and Biological Evaluation of Non-inhibitory Chaperones of Glucocerebrosidase"	http://www.ncbi.nlm.nih.gov/books/NBK143537	NCBI Bookshelf Probe Report	Probe present		MLS003874049	SMR002530684	"143472332, 99455158, 124950541"	
	MLS003874059-01|NCGC00244182-01|NCGC00244182-02|NCGC00244182-03|NCGC00244182-04|NCGC00244182-05	COc1ccnc(NC(=S)N2CCN(CC2)c2ncc(cc2Cl)C(F)(F)F)c1	ML267	Discovery of ML 267 as a Novel Inhibitor of Pathogenic Sfp phosphopantetheinyl transferase (PPTase)	http://www.ncbi.nlm.nih.gov/books/NBK169448	NCBI Bookshelf Probe Report	Probe present		MLS003874059	SMR002530704	"143472338, 124398570"	
	MLS000123160-01|NCGC00386869-01	CCOc1ccc(c2ccccc12)S(=O)(=O)N1CCCCCC1	ML268	Identification of Selective Agonists of the Transient Receptor Potential Channels 3 (TRPML3)	http://www.ncbi.nlm.nih.gov/books/NBK169454	NCBI Bookshelf Probe Report	Probe present	CID 776924	"MLS000123160, MLS003875009"	SMR000123814	"143472314, 87692368"	776924
	MLS003675345-01|NCGC00386821-01	Cc1onc(c1-c1ccn(n1)S(=O)(=O)c1ccc(C)cc1)-c1ccc(Cl)cc1	ML269	Identification of Selective Agonists of the Transient Receptor Potential Channels 3 (TRPML3)	http://www.ncbi.nlm.nih.gov/books/NBK169454	NCBI Bookshelf Probe Report	Probe present	CID 53239838	MLS003675345	SMR002355704	"143472254, 124349367"	53239838
	NCGC00386841-01|NCGC00386841-02|NCGC00386841-03|NCGC00386841-04	C[C@@H](CN1CCC(CC1)n1c2ccc(Br)cc2[nH]c1=O)NC(=O)[C@@H]1C[C@H]1c1ccccc1	ML270		missing	missing	Probe present - assume remove		"MLS003509090, MLS006028655, MLS003875029"	"SMR002157264, SMR002531844"	"162066929, 125264128"	
	MLS003509091-01|NCGC00370779-01|NCGC00370779-02	Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc3ccccc3c2)CC1	ML271		missing	missing	Probe present - assume remove		"MLS003509091, MLS003875035, MLS006029754"	"SMR002157265, SMR002531850"	"162066935, 125264127"	
	MLS003509077-01|NCGC00386898-01	O=C(NCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc2ccccc2c1	ML272		missing	missing	Probe present - assume remove		"MLS003509077, MLS003509089, MLS003875041"	"SMR002157252, SMR002157263, SMR002531856"	"162066941, 126531494, 124754720"	
	MLS003871698-01|MLS003874879-01|NCGC00386861-01	C[C@@H](NC(=O)c1ccc(cn1)C#Cc1cccc(F)c1)C(C)(C)O	ML273	Identification of a Selective Allosteric Agonist of mGlu5	http://www.ncbi.nlm.nih.gov/books/NBK143559	NCBI Bookshelf Probe Report	Probe present		"MLS003871698, MLS003874879, MLS006041104, MLS006041644"	"SMR002528236, SMR002533104, SMR004733956"	"143472299, 125311644"	
			ML274		missing	missing	no info					
	MLS003874873-01|NCGC00386907-01	COCCCNC(=O)c1ccc(Cn2c(=O)n(Cc3ccc(cc3)C(C)C)c3ccccc3c2=O)cc1	ML275	"Identification of a Series of Quinazolinediones as Potent, Selective, Post-Entry Inhibitors of Human Respiratory Syncytial Virus (hRSV) via a Cell-Based High Throughput Screen and Chemical Optimization 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133445 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS003874873	SMR002531644	"143472364, 124756536"	
	MLS001030644-01|NCGC00386839-01	CCN1CCC[C@@H]1CNC(=O)c1ccc2S\C(=C/c3ccccc3F)C(=O)Nc2c1	ML276	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK143548	NCBI Bookshelf Probe Report	Probe present		"MLS001030644, MLS003876169, MLS003876170, MLS003876171"	"SMR000635168, SMR002533124, SMR002533125, SMR002533126"	"162066917, 126532064"	
	NCGC00379200-01|NCGC00379200-02|NCGC00379200-03|NCGC00379200-04|NCGC00379200-05|NCGC00379200-06|NCGC00379200-07|NCGC00379200-08	COc1ccc(cc1)-c1csc(NC(=O)[C@H]2CCCCN2S(=O)(=O)c2ccc(C)cc2)n1	ML277	"Identification of a novel, small molecule activator of KCNQ1 channels"	http://www.ncbi.nlm.nih.gov/books/NBK143558	NCBI Bookshelf Probe Report	Probe present		"MLS003875054, MLS006028317"	SMR002532069	"162066928, 126700205"	
	NCGC00386873-01	COCC(=O)N1CCc2cc(ccc12)-c1csc(NC(=O)c2cc(OC)cc(OC)c2)n1	ML278	"A Small Molecule Inhibitor of Scavenger Receptor BI-mediated Lipid Uptakeâ€”Probe 1 
A Small Molecule Inhibitor of Scavenger Receptor BI-mediated Lipid Uptake - Probe 3"	"http://www.ncbi.nlm.nih.gov/books/NBK133420 
http://www.ncbi.nlm.nih.gov/books/NBK143554"	NCBI Bookshelf Probe Report	Probe present		MLS003875060	SMR002532085	"162066958, 126700837"	
	NCGC00386840-01	C[C@@H](N(C1CCCCC1)C(=O)Cn1nnc(n1)-c1ccc2OCOc2c1)C(=O)NC1CCCC1	ML279	"A Small Molecule Inhibitor of Scavenger Receptor BI-mediated Lipid Uptakeâ€”Probe 2 
A Small Molecule Inhibitor of Scavenger Receptor BI-mediated Lipid Uptake - Probe 3"	"http://www.ncbi.nlm.nih.gov/books/NBK133438 
http://www.ncbi.nlm.nih.gov/books/NBK143554"	NCBI Bookshelf Probe Report	Probe present		"MLS003875059, MLS003875068"	"SMR002532084, SMR002532093"	"162066957, 126700838"	
	MLS001207806-01|NCGC00386874-01	COc1cc(\C=C2/SC(Nc3ccccc3OC)=NC2=O)ccc1O	ML280	Screen for Inhibitors of STK33 Kinase Activity	http://www.ncbi.nlm.nih.gov/books/NBK133418	NCBI Bookshelf Probe Report	Probe present		"MLS001207806, MLS003876590"	SMR000517221	"162066969, 125081958"	
	NCGC00379225-01|NCGC00379225-02	CC(C)c1ccc(NC(=O)c2cccs2)c(c1)-c1nc2ccccc2[nH]c1=O	ML281	Screen for Inhibitors of STK33 Kinase Activity	http://www.ncbi.nlm.nih.gov/books/NBK133418	NCBI Bookshelf Probe Report	Probe present		"MLS003876599, MLS006028351"	"SMR002533153, SMR004721729"	"162066978, 125299376"	
	MLS000673908-01|NCGC00347068-01|NCGC00347068-02|NCGC00347068-03|NCGC00347068-04|NCGC00347068-05|NCGC00347068-06|NCGC00347068-07|NCGC00347068-08|NCGC00347068-09	CC1(C)Cc2c(CO1)sc(NC(=S)NC(=O)c1ccccc1)c2C(O)=O	ML282	"A small molecule pan-inhibitor of Ras-superfamily GTPases with high efficacy towards Rab7 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK143553 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000673908, MLS003884829, MLS006011907"	SMR000297947	"162066980, 85747738"	
	NCGC00386846-01	Cc1ccc2nc(sc2c1S(O)(=O)=O)-c1ccc2nc(sc2c1)-c1ccc(NC(=O)c2cccc(Cl)c2)cc1	ML283	"Hepatitis C Virus NS3 Helicase Inhibitor Discovery 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK143540 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS003882779	SMR002533704	"162066947, 114279600, 14279600"	
		O=C1NC(C2=C(N1)c1ccccc1CC2)c1ccc2OCOc2c1	ML284		missing	missing	Probe present - assume remove		"MLS000081246, MLS003895579"	SMR000045012	85742036	
	MLS003178531-01|NCGC00181061-01|NCGC00181061-02|NCGC00181061-03|NCGC00181061-04	Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1	ML285	"Year 4 Reports 
ML285 affects reactive oxygen speciesâ€™ inhibition of pyruvate kinase M2 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK148850 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS003178531, MLS006032196"	SMR001882342	"143471962, 85267861"	
			ML286		missing	missing	no info					
	MLS000083313-01|MLS000083313-02|NCGC00071704-01|NCGC00071704-02	CCNC(=O)CCc1nc(no1)-c1ccc(cc1)C(C)(C)C	ML287	Probe Report for Activators of Small Heterodimer Partner (SHP)	http://mlpcn.florida.scripps.edu/images/stories/scripps/SHP%20Probe%20Report.pdf	old pdf recovered from Scripps Florida	Probe present	"""Pilot Phase probe report was discovered in 01/2012 to have been overlooked"""	"MLS000083313, MLS003448166"	SMR000047081	"864503, 152146176"	
		CCNC(=O)CCc1nc(no1)-c1ccc(cc1)-c1ccccc1	ML288	Probe Report for Activators of Small Heterodimer Partner (SHP)	http://mlpcn.florida.scripps.edu/images/stories/scripps/SHP%20Probe%20Report.pdf	old pdf recovered from Scripps Florida	Probe missing	two similar compounds reported as probes: 864503[SID]/665747[CID] and 29220837[SID]/17759818[CID]. PubChem lists the later one as  ML288				17759818
	NCGC00371007-01|NCGC00371007-02|NCGC00371007-03|NCGC00371007-04|NCGC00371007-05|NCGC00371007-06	COc1ccc(cc1)C#Cc1ccc(cc1)C(=O)N1CCC[C@@H](CO)C1	ML289	"Development of the First Selective mGlu3 NAM from an mGlu5 PAM Hit 
Development of a Second Generation mGlu3 NAM Probe"	"http://www.ncbi.nlm.nih.gov/books/NBK143541 
http://www.ncbi.nlm.nih.gov/books/NBK148852"	NCBI Bookshelf Probe Report	Probe present		"MLS004084522, MLS006028300, MLS006052258"	SMR002881968	"144095597, 134418964, 134214276"	
	NCGC00250135-01|NCGC00250135-02|NCGC00250135-03|NCGC00250135-04|NCGC00250135-05|NCGC00250135-06|NCGC00250135-07|NCGC00250135-08|NCGC00250135-09|NCGC00250135-10|NCGC00250135-11|NCGC00250135-12|NCGC00250135-13|NCGC00250135-14|NCGC00250135-15	CC(C)Oc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(c1)S(=O)(=O)C(F)(F)F	ML290	"Discovery, optimization, and biological activity of the first potent and selective small-molecule agonist series of human relaxin receptor 1 (RXFP1) 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK153218 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004082009	SMR002850080	"162067009, 134225125"	
	NCGC00370690-01|NCGC00370690-02|NCGC00370690-03|NCGC00370690-04|NCGC00370690-05	[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCC(Cl)CC1	ML291	"Selective small molecule activator of the apoptotic arm of the UPR 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133431 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS003940499	SMR002632730	"162066992, 134228465, 123083137"	
	NCGC00370987-01|NCGC00370987-02|NCGC00370987-03|NCGC00370987-04	Clc1cccc(NC(=O)c2ccccn2)c1	ML292	"Year 4 Reports 
Discovery of a novel metabotropic glutamate receptor 4 (mGlu4) positive allosteric modulator (PAM) extended probe: Characterization of ML292, a potent and selective mGlu4 PAM which produces efficacy alone or in combination with L-DOPA in preclinical rodent models of Parkinson's disease 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK133426 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS004035809, MLS006028740"	"SMR002784264, SMR004722177"	"162066998, 134213607"	
	NCGC00386837-01	COc1ccc(C)c2sc(NC(=O)c3ccncc3)nc12	ML293	"Year 4 Reports 
Discovery of a novel structural class of M4 positive allosteric modulators: Characterization of ML293, N-(4-methoxy-7-methylbenzo[d]thiazol-2-yl)isonicotinamide, with CNS exposure in rats 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK143538 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004035815	SMR002784270	"162067003, 134220214"	
	NCGC00386849-01	COc1ccccc1-c1ccc(cc1)-c1cn(nn1)C(=O)N1CCCCC1Cc1ccccc1	ML294	"Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6)"	"http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552"	NCBI Bookshelf Probe Report	Probe present		MLS004256809	SMR003081884	"162067100, 125269120"	
	NCGC00386847-01|NCGC00386847-02	COc1ccc(cc1)-c1ccc(cc1)-c1cn(nn1)C(=O)N1CCCCC1c1ccccc1	ML295	"Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6)"	"http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552"	NCBI Bookshelf Probe Report	Probe present		MLS004256815	SMR003081890	"162067106, 125269138"	
	NCGC00386845-01	OC(=O)c1cccc(c1)-c1ccc(cc1)-c1cn(nn1)C(=O)N1CCCCC1Cc1ccccc1	ML296	"Optimization and characterization of a triazole urea inhibitor for diacylglycerol lipase beta (DAGL-Î_) 
Optimization and characterization of triazole urea inhibitors for abhydrolase domain containing protein 6 (ABHD6)"	"http://www.ncbi.nlm.nih.gov/books/NBK133443 
http://www.ncbi.nlm.nih.gov/books/NBK143552"	NCBI Bookshelf Probe Report	Probe present		MLS004256821	SMR003081896	"162067111, 125269096"	
	NCGC00386853-01|NCGC00386853-02|NCGC00386853-03|NCGC00386853-04|NCGC00386853-05|NCGC00386853-06	Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)n(n1)-c1ccccc1	ML297	Discovery and Characterization of a Selective Activator of the G-Protein Activated Inward-Rectifying Potassium (GIRK) Channel	http://www.ncbi.nlm.nih.gov/books/NBK143539	NCBI Bookshelf Probe Report	Probe present		"MLS004084519, MLS006029761"	SMR002881965	"144098638, 134418959"	
	NCGC00379229-01|NCGC00379229-02|NCGC00379229-03|NCGC00379229-04	Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc(F)c(F)c2)CC1	ML298	"Development of a Selective, Allosteric PLD2 Inhibitor 
A Next generation PLD2 inhibitor with improved physiochemical properties and DMPK profile for translational in vivo"	"http://www.ncbi.nlm.nih.gov/books/NBK143549 
http://www.ncbi.nlm.nih.gov/books/NBK280050"	NCBI Bookshelf Probe Report	Probe present		MLS004084520	SMR002881966	"144095595, 134433960, 125333506"	
	NCGC00386857-01|NCGC00386857-02|NCGC00386857-03	C[C@@H](CN1CCC2(CC1)N(CNC2=O)c1cccc(F)c1)NC(=O)c1ccc(Br)cc1	ML299	"Development of a Selective, Allosteric PLD1/2 Inhibitor in a Novel Scaffold"	http://www.ncbi.nlm.nih.gov/books/NBK143555	NCBI Bookshelf Probe Report	Probe present		MLS004084521	SMR002881967	"144095596, 134420438, 134220691"	
	NCGC00386858-01	O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(NC(=O)C2CC2)cc1	ML300	Non-covalent triazole-based inhibitors of the SARS main proteinase 3CLpro	http://www.ncbi.nlm.nih.gov/books/NBK143547	NCBI Bookshelf Probe Report	Probe present		MLS004084528	SMR002881974	"144095603, 134434019, 99289112"	
	NCGC00386838-01	COc1cccc(OC)c1-c1nc(cn1-c1ccnc2cc(Cl)ccc12)C(=O)N[C@@H](CC(C)C)C(O)=O	ML301	Small Molecule Agonists for the Neurotensin 1 Receptor (NTR1 Agonists)	http://www.ncbi.nlm.nih.gov/books/NBK184496	NCBI Bookshelf Probe Report	Probe present		"MLS004254788, MLS004254790"	"SMR003080904, SMR003080905"	"162067071, 126723249"	
